session_number,session_date,session_start_time,session_end_time,market_ticker,starting_balance,ending_balance,session_pnl,session_pnl_percent,trade_number,side,buy_time,buy_price,buy_quantity,buy_cost,buy_order_id,sold,sell_time,sell_price,sell_quantity,sell_proceeds,sell_order_id,exit_type,trade_pnl,trade_pnl_percent,hold_duration_seconds,outcome,emergency_exit,emergency_exit_time,emergency_exit_price,boundary_difference,market_outcome
51,2026-05-18,2026-05-18 01:31:01,2026-05-18 01:44:57,KXBTC15M-26MAY180145-45,16.47,16.53,0.060000000000002274,0.3642987249544765,1,NO,2026-05-18 01:42:01,0.9899999999999999,6,5.9399999999999995,bcaa0442-20b7-4f4e-81c7-1bbcd7429995,True,2026-05-18 01:44:57,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,176,WIN,False,,,,NO
53,2026-05-18,2026-05-18 02:01:01,2026-05-18 02:14:59,KXBTC15M-26MAY180215-15,16.53,16.590000000000003,0.060000000000002274,0.36297640653358904,1,NO,2026-05-18 02:10:21,0.9899999999999999,6,5.9399999999999995,257fe0de-5774-43d3-ba4e-6874f2e56c21,True,2026-05-18 02:14:59,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,278,WIN,False,,,,NO
54,2026-05-18,2026-05-18 02:16:08,2026-05-18 02:29:58,KXBTC15M-26MAY180230-30,16.58,16.64,0.060000000000002274,0.3618817852834878,1,NO,2026-05-18 02:27:28,0.9899999999999999,6,5.9399999999999995,05b1fa9b-37e3-44e4-9a6c-072da35a7f31,True,2026-05-18 02:29:58,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,150,WIN,False,,,,NO
56,2026-05-18,2026-05-18 02:46:01,2026-05-18 02:59:56,KXBTC15M-26MAY180300-00,16.63,16.68,0.05000000000000071,0.3006614552014475,1,YES,2026-05-18 02:56:46,0.99,5,4.95,81bc53d0-5583-4dae-a2cb-16f8118964d2,True,2026-05-18 02:59:56,1.0,5,5.0,,SETTLEMENT,0.050000000000000044,1.0101010101010108,190,WIN,False,,,,YES
59,2026-05-18,2026-05-18 03:31:02,2026-05-18 03:44:59,KXBTC15M-26MAY180345-45,16.68,16.740000000000002,0.060000000000002274,0.359712230215841,1,NO,2026-05-18 03:43:20,0.9899999999999999,6,5.9399999999999995,a85e46dc-9f4f-4ba8-b2c8-32f2c11a72c3,True,2026-05-18 03:44:59,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,99,WIN,False,,,,NO
60,2026-05-18,2026-05-18 03:46:14,2026-05-18 03:59:55,KXBTC15M-26MAY180400-00,16.73,16.79,0.05999999999999872,0.35863717872085304,1,YES,2026-05-18 03:57:03,0.9899999999999999,6,5.9399999999999995,3b8ae2d4-42c7-4e6a-bb58-a1d5b6a789b4,True,2026-05-18 03:59:55,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,172,WIN,False,,,,YES
65,2026-05-18,2026-05-18 05:01:02,2026-05-18 05:14:57,KXBTC15M-26MAY180515-15,16.78,16.840000000000003,0.060000000000002274,0.3575685339690242,1,NO,2026-05-18 05:11:01,0.9899999999999999,6,5.9399999999999995,eb14d529-c67a-4211-bba8-ba8170891f81,True,2026-05-18 05:14:57,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,236,WIN,False,,,,NO
69,2026-05-18,2026-05-18 06:01:01,2026-05-18 06:14:56,KXBTC15M-26MAY180615-15,16.83,16.89,0.060000000000002274,0.3565062388591936,1,NO,2026-05-18 06:12:10,0.9899999999999999,6,5.9399999999999995,eedd8d09-c54f-4f0d-afea-3afa4ffa141c,True,2026-05-18 06:14:56,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,166,WIN,False,,,,NO
74,2026-05-18,2026-05-18 07:16:02,2026-05-18 07:29:57,KXBTC15M-26MAY180730-30,16.89,16.950000000000003,0.060000000000002274,0.3552397868561413,1,YES,2026-05-18 07:26:06,0.9899999999999999,6,5.9399999999999995,6117d238-8f09-439e-890a-8e78caa45011,True,2026-05-18 07:29:57,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,231,WIN,False,,,,YES
75,2026-05-18,2026-05-18 07:31:08,2026-05-18 07:44:56,KXBTC15M-26MAY180745-45,16.94,17.0,0.05999999999999872,0.35419126328216477,1,YES,2026-05-18 07:39:39,0.9899999999999999,6,5.9399999999999995,8d5f8b07-7946-4734-bc68-0a83d6d2781d,True,2026-05-18 07:44:56,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,317,WIN,False,,,,YES
77,2026-05-18,2026-05-18 08:01:02,2026-05-18 08:14:59,KXBTC15M-26MAY180815-15,17.0,17.060000000000002,0.060000000000002274,0.3529411764706016,1,YES,2026-05-18 08:11:28,0.9899999999999999,6,5.9399999999999995,0cf84977-d5cb-47ee-95e0-ebad2b6cc5e2,True,2026-05-18 08:14:59,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,211,WIN,False,,,,YES
79,2026-05-18,2026-05-18 08:31:02,2026-05-18 08:44:59,KXBTC15M-26MAY180845-45,17.05,17.128,0.0779999999999994,0.45747800586509907,1,YES,2026-05-18 08:39:57,0.987,6,5.922,d60b8b30-0bdf-4af6-ba79-7f513367bc4f,True,2026-05-18 08:44:59,1.0,6,6.0,,SETTLEMENT,0.07800000000000007,1.3171225937183397,302,WIN,False,,,,YES
81,2026-05-18,2026-05-18 09:01:04,2026-05-18 09:14:57,KXBTC15M-26MAY180915-15,17.12,17.18,0.05999999999999872,0.35046728971961866,1,NO,2026-05-18 09:11:40,0.9899999999999999,6,5.9399999999999995,f24fb75d-a670-40a5-ab8a-c5335f9433b1,True,2026-05-18 09:14:57,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,197,WIN,False,,,,NO
82,2026-05-18,2026-05-18 09:16:07,2026-05-18 09:29:57,KXBTC15M-26MAY180930-30,17.18,17.240000000000002,0.060000000000002274,0.3492433061699783,1,NO,2026-05-18 09:25:14,0.9899999999999999,6,5.9399999999999995,943dd139-b04a-4af7-9ce5-0aee3db73fde,True,2026-05-18 09:29:57,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,283,WIN,False,,,,NO
85,2026-05-18,2026-05-18 10:01:02,2026-05-18 10:14:59,KXBTC15M-26MAY181015-15,17.23,17.29,0.05999999999999872,0.34822983168890725,1,NO,2026-05-18 10:13:11,0.9899999999999999,6,5.9399999999999995,63e1fbea-ab47-4595-bfa3-9aac7211d114,True,2026-05-18 10:14:59,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,108,WIN,False,,,,NO
90,2026-05-18,2026-05-18 11:16:02,2026-05-18 11:29:56,KXBTC15M-26MAY181130-30,17.28,17.364,0.08399999999999963,0.48611111111110894,1,NO,2026-05-18 11:27:39,0.9860000000000001,6,5.916,1033947f-f099-44bb-9ab5-8932b790658f,True,2026-05-18 11:29:56,1.0,6,6.0,,SETTLEMENT,0.08399999999999941,1.4198782961460346,137,WIN,False,,,,NO
91,2026-05-18,2026-05-18 11:31:14,2026-05-18 11:44:57,KXBTC15M-26MAY181145-45,17.35,17.427,0.07699999999999818,0.44380403458212203,1,YES,2026-05-18 11:41:06,0.989,7,6.923,d0a7b0bf-f0c9-4f14-b785-395f9bc17967,True,2026-05-18 11:44:57,1.0,7,7.0,,SETTLEMENT,0.07700000000000007,1.1122345803842275,231,WIN,False,,,,YES
