session_number,session_date,session_start_time,session_end_time,market_ticker,starting_balance,ending_balance,session_pnl,session_pnl_percent,trade_number,side,buy_time,buy_price,buy_quantity,buy_cost,buy_order_id,sold,sell_time,sell_price,sell_quantity,sell_proceeds,sell_order_id,exit_type,trade_pnl,trade_pnl_percent,hold_duration_seconds,outcome,emergency_exit,emergency_exit_time,emergency_exit_price,boundary_difference,market_outcome
10,2026-05-31,2026-05-31 14:16:06,2026-05-31 14:29:56,KXETH15M-26MAY311430-30,24.66,24.705,0.04499999999999815,0.18248175182481002,1,NO,2026-05-31 14:29:28,0.995,9,8.955,5662b716-5694-4c29-bc66-a4f5787e4bd2,True,2026-05-31 14:29:56,1.0,9,9.0,,SETTLEMENT,0.04500000000000004,0.5025125628140708,28,WIN,False,,,,NO
11,2026-05-31,2026-05-31 14:31:07,2026-05-31 14:44:56,KXETH15M-26MAY311445-45,24.71,24.755000000000003,0.045000000000001705,0.1821125050586876,1,NO,2026-05-31 14:42:45,0.995,9,8.955,db014b10-536c-483b-92f7-d7dc521e6902,True,2026-05-31 14:44:56,1.0,9,9.0,,SETTLEMENT,0.04500000000000004,0.5025125628140708,131,WIN,False,,,,NO
13,2026-05-31,2026-05-31 15:01:02,2026-05-31 15:14:57,KXETH15M-26MAY311515-15,24.84,24.86,0.019999999999999574,0.08051529790660054,1,NO,2026-05-31 15:13:45,0.995,4,3.98,4f1a4b35-e628-4cf5-ac66-b5e9d8be4aed,True,2026-05-31 15:14:57,1.0,4,4.0,,SETTLEMENT,0.020000000000000018,0.5025125628140708,72,WIN,False,,,,NO
14,2026-05-31,2026-05-31 15:16:07,2026-05-31 15:29:57,KXETH15M-26MAY311530-30,24.91,24.96,0.05000000000000071,0.20072260136491654,1,NO,2026-05-31 15:26:23,0.9949999999999999,10,9.95,91bdee98-5c89-4687-a574-551f0bd73f9d,True,2026-05-31 15:29:57,1.0,10,10.0,,SETTLEMENT,0.050000000000001155,0.502512562814082,214,WIN,False,,,,NO
16,2026-05-31,2026-05-31 15:31:34,2026-05-31 15:44:59,KXETH15M-26MAY311545-45,25.01,25.015,0.004999999999999005,0.019992003198716534,1,YES,2026-05-31 15:43:57,0.995,1,0.995,67b21b38-22b3-4e1d-883f-bec6bec57c58,True,2026-05-31 15:44:59,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,62,WIN,False,,,,YES
17,2026-05-31,2026-05-31 15:46:07,2026-05-31 15:59:59,KXETH15M-26MAY311600-00,25.07,25.105,0.03500000000000014,0.13960909453530174,1,YES,2026-05-31 15:58:13,0.995,7,6.965,aaf34a1b-81ba-4cf7-a062-cecdbf0c917c,True,2026-05-31 15:59:59,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,106,WIN,False,,,,YES
18,2026-05-31,2026-05-31 16:01:07,2026-05-31 16:14:57,KXETH15M-26MAY311615-15,25.15,25.154999999999998,0.004999999999999005,0.019880715705761453,1,YES,2026-05-31 16:11:52,0.995,1,0.995,36e2c7c5-148e-4fcf-8ba7-b56e59796ce3,True,2026-05-31 16:14:57,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,185,WIN,False,,,,YES
19,2026-05-31,2026-05-31 16:16:07,2026-05-31 16:29:57,KXETH15M-26MAY311630-30,25.21,25.245,0.03500000000000014,0.13883379611265426,1,YES,2026-05-31 16:27:56,0.995,7,6.965,6c5519b7-6634-4514-af96-905a8a67bcd9,True,2026-05-31 16:29:57,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,121,WIN,False,,,,YES
20,2026-05-31,2026-05-31 16:31:06,2026-05-31 16:44:59,KXETH15M-26MAY311645-45,25.29,25.34,0.05000000000000071,0.1977066034005564,1,NO,2026-05-31 16:44:08,0.9949999999999999,10,9.95,104abad8-224a-458e-b1ce-652497090e14,True,2026-05-31 16:44:59,1.0,10,10.0,,SETTLEMENT,0.050000000000001155,0.502512562814082,51,WIN,False,,,,NO
21,2026-05-31,2026-05-31 16:46:07,2026-05-31 16:59:57,KXETH15M-26MAY311700-00,25.39,25.42,0.030000000000001137,0.11815675462781071,1,YES,2026-05-31 16:56:13,0.995,6,5.97,7e7f2539-fada-4d40-998e-9797af2dbfb1,True,2026-05-31 16:59:57,1.0,6,6.0,,SETTLEMENT,0.030000000000000027,0.5025125628140708,224,WIN,False,,,,YES
22,2026-05-31,2026-05-31 17:01:11,2026-05-31 17:14:57,KXETH15M-26MAY311715-15,25.47,25.52,0.05000000000000071,0.19630938358853833,1,NO,2026-05-31 17:14:19,0.9949999999999999,10,9.95,a473164e-d295-4afd-990d-f8b314b156e2,True,2026-05-31 17:14:57,1.0,10,10.0,,SETTLEMENT,0.050000000000001155,0.502512562814082,38,WIN,False,,,,NO
2,2026-05-31,2026-05-31 17:46:01,2026-05-31 17:59:55,KXETH15M-26MAY311800-00,25.57,25.62,0.05000000000000071,0.19554165037153193,1,YES,2026-05-31 17:57:59,0.9949999999999999,10,9.95,d865722f-142a-4c0f-ba5f-354e63e07a9c,True,2026-05-31 17:59:55,1.0,10,10.0,,SETTLEMENT,0.050000000000001155,0.502512562814082,116,WIN,False,,,,YES
3,2026-05-31,2026-05-31 18:01:12,2026-05-31 18:14:55,KXETH15M-26MAY311815-15,25.67,25.675,0.004999999999999005,0.019477989871441392,1,NO,2026-05-31 18:12:31,0.995,1,0.995,1faea383-61a5-4781-ba7c-49ccf562a2b5,True,2026-05-31 18:14:55,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,144,WIN,False,,,,NO
5,2026-05-31,2026-05-31 18:31:02,2026-05-31 18:44:59,KXETH15M-26MAY311845-45,17.35,17.355,0.004999999999999005,0.02881844380402885,1,YES,2026-05-31 18:44:28,0.995,1,0.995,1a5fe866-b80a-49bb-85bf-478dade0fb42,True,2026-05-31 18:44:59,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,31,WIN,False,,,,YES
6,2026-05-31,2026-05-31 18:46:14,2026-05-31 18:59:57,KXETH15M-26MAY311900-00,17.38,17.41,0.030000000000001137,0.17261219792866017,1,YES,2026-05-31 18:58:46,0.995,6,5.97,e74ee058-28dc-48fe-a4ff-4cd36a747e0c,True,2026-05-31 18:59:57,1.0,6,6.0,,SETTLEMENT,0.030000000000000027,0.5025125628140708,71,WIN,False,,,,YES
1,2026-05-31,2026-05-31 19:13:19,2026-05-31 19:14:59,KXETH15M-26MAY311915-15,17.43,17.465,0.03500000000000014,0.20080321285140643,1,YES,2026-05-31 19:13:30,0.995,7,6.965,4620a4db-c861-4791-b5e3-dac575e4ae19,True,2026-05-31 19:14:59,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,89,WIN,False,,,,YES
2,2026-05-31,2026-05-31 19:16:13,2026-05-31 19:29:56,KXETH15M-26MAY311930-30,17.47,17.505,0.03500000000000014,0.20034344590727043,1,NO,2026-05-31 19:26:24,0.995,7,6.965,88bf6493-e47d-49b0-a46e-51408066ff63,True,2026-05-31 19:29:56,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,212,WIN,False,,,,NO
3,2026-05-31,2026-05-31 19:31:13,2026-05-31 19:44:55,KXETH15M-26MAY311945-45,17.54,17.575,0.03500000000000014,0.19954389965792557,1,NO,2026-05-31 19:42:59,0.995,7,6.965,9ef838af-9c9e-4e77-9219-2a1d9076466d,True,2026-05-31 19:44:55,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,116,WIN,False,,,,NO
4,2026-05-31,2026-05-31 19:46:08,2026-05-31 19:59:55,KXETH15M-26MAY312000-00,17.61,17.645,0.03500000000000014,0.19875070982396445,1,YES,2026-05-31 19:56:30,0.995,7,6.965,8f948668-1efa-4aed-8de5-96f918216059,True,2026-05-31 19:59:55,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,205,WIN,False,,,,YES
5,2026-05-31,2026-05-31 20:01:14,2026-05-31 20:14:59,KXETH15M-26MAY312015-15,17.67,17.740000000000002,0.07000000000000028,0.396151669496323,1,YES,2026-05-31 20:13:38,0.99,7,6.93,922d39bc-4f17-4f43-ba42-988ba150eff0,True,2026-05-31 20:14:59,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,81,WIN,False,,,,YES
6,2026-05-31,2026-05-31 20:16:08,2026-05-31 20:29:59,KXETH15M-26MAY312030-30,17.78,17.815,0.03500000000000014,0.1968503937007882,1,YES,2026-05-31 20:27:47,0.995,7,6.965,1adceea2-3f15-41f5-bed0-71b5f81b2d58,True,2026-05-31 20:29:59,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,132,WIN,False,,,,YES
8,2026-05-31,2026-05-31 20:46:02,2026-05-31 20:59:59,KXETH15M-26MAY312100-00,17.85,17.885,0.03500000000000014,0.1960784313725498,1,NO,2026-05-31 20:59:17,0.995,7,6.965,d3f5c53b-9828-404d-8b08-869c8ac8cb44,True,2026-05-31 20:59:59,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,42,WIN,False,,,,NO
9,2026-05-31,2026-05-31 21:01:07,2026-05-31 21:14:59,KXETH15M-26MAY312115-15,17.93,17.935,0.004999999999999005,0.02788622420523706,1,NO,2026-05-31 21:10:12,0.995,1,0.995,dbb5c0f2-9eb5-4af0-8cea-3de95125feaa,True,2026-05-31 21:14:59,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,287,WIN,False,,,,NO
10,2026-05-31,2026-05-31 21:16:08,2026-05-31 21:29:58,KXETH15M-26MAY312130-30,17.96,17.990000000000002,0.030000000000001137,0.1670378619153738,1,NO,2026-05-31 21:28:43,0.995,6,5.97,e911b9d2-6c98-4c4b-936c-57a562d4586d,True,2026-05-31 21:29:58,1.0,6,6.0,,SETTLEMENT,0.030000000000000027,0.5025125628140708,75,WIN,False,,,,NO
11,2026-05-31,2026-05-31 21:31:08,2026-05-31 21:44:57,KXETH15M-26MAY312145-45,18.02,18.055,0.03500000000000014,0.19422863485016728,1,NO,2026-05-31 21:43:28,0.995,7,6.965,1ca0e6be-63db-48dd-bb03-2b80a2954022,True,2026-05-31 21:44:57,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,89,WIN,False,,,,NO
12,2026-05-31,2026-05-31 21:46:07,2026-05-31 21:59:56,KXETH15M-26MAY312200-00,18.1,18.163,0.06299999999999883,0.34806629834253494,1,NO,2026-05-31 21:57:20,0.991,7,6.937,16b86cb5-5d88-4c73-93a9-0e63f4e4d20f,True,2026-05-31 21:59:56,1.0,7,7.0,,SETTLEMENT,0.06300000000000006,0.9081735620585275,156,WIN,False,,,,NO
13,2026-05-31,2026-05-31 22:01:14,2026-05-31 22:14:58,KXETH15M-26MAY312215-15,18.19,18.213,0.022999999999999687,0.12644310060472616,1,YES,2026-05-31 22:10:03,0.9923333333333333,3,2.977,f898072e-b24f-467b-8f8f-504ec8df363e,True,2026-05-31 22:14:58,1.0,3,3.0,,SETTLEMENT,0.02300000000000013,0.7725898555592924,295,WIN,False,,,,YES
14,2026-05-31,2026-05-31 22:16:07,2026-05-31 22:29:57,KXETH15M-26MAY312230-30,18.24,18.275,0.03500000000000014,0.1918859649122815,1,NO,2026-05-31 22:29:34,0.995,7,6.965,a631eae2-66f1-477e-ae46-1cfa3b85d990,True,2026-05-31 22:29:57,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,23,WIN,False,,,,NO
15,2026-05-31,2026-05-31 22:31:02,2026-05-31 22:44:57,KXETH15M-26MAY312245-45,18.31,18.314999999999998,0.004999999999999005,0.027307482250131108,1,YES,2026-05-31 22:42:21,0.995,1,0.995,1126a0c5-8f17-4fde-8186-655618931e60,True,2026-05-31 22:44:57,1.0,1,1.0,,SETTLEMENT,0.0050000000000000044,0.5025125628140708,156,WIN,False,,,,YES
16,2026-05-31,2026-05-31 22:46:07,2026-05-31 22:59:55,KXETH15M-26MAY312300-00,18.35,18.385,0.03500000000000014,0.19073569482288905,1,NO,2026-05-31 22:59:23,0.995,7,6.965,1470715a-7505-4201-a990-d5d05e495c9c,True,2026-05-31 22:59:55,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,32,WIN,False,,,,NO
17,2026-05-31,2026-05-31 23:01:07,2026-05-31 23:14:56,KXETH15M-26MAY312315-15,18.39,18.46,0.07000000000000028,0.38064165307232345,1,YES,2026-05-31 23:12:30,0.99,7,6.93,eff93d9b-24da-42b0-89c7-e95f9659bb39,True,2026-05-31 23:14:56,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,146,WIN,False,,,,YES
18,2026-05-31,2026-05-31 23:16:12,2026-05-31 23:29:56,KXETH15M-26MAY312330-30,18.48,18.515,0.03500000000000014,0.18939393939394017,1,YES,2026-05-31 23:29:05,0.995,7,6.965,1ce9842a-c8bf-47cc-8014-92c526932959,True,2026-05-31 23:29:56,1.0,7,7.0,,SETTLEMENT,0.03500000000000003,0.5025125628140708,51,WIN,False,,,,YES
